"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Age_d"
446,"1","1","male",4,0,2,81.8583,"S","Niño"
447,"1","2","female",13,0,1,19.5,"S","Niño"
448,"1","1","male",34,0,0,26.55,"S","Adulto"
449,"1","3","female",5,2,1,19.2583,"C","Niño"
450,"1","1","male",52,0,0,30.5,"S","Adulto"
451,"0","2","male",36,1,2,27.75,"S","Adulto"
452,"0","3","male",25,1,0,19.9667,"S","Adulto"
453,"0","1","male",30,0,0,27.75,"C","Adulto"
454,"1","1","male",49,1,0,89.1042,"C","Adulto"
455,"0","3","male",25,0,0,8.05,"S","Adulto"
456,"1","3","male",29,0,0,7.8958,"C","Adulto"
457,"0","1","male",65,0,0,26.55,"S","Anciano"
458,"1","1","female",35,1,0,51.8625,"S","Adulto"
459,"1","2","female",50,0,0,10.5,"S","Adulto"
460,"0","3","male",25,0,0,7.75,"Q","Adulto"
461,"1","1","male",48,0,0,26.55,"S","Adulto"
462,"0","3","male",34,0,0,8.05,"S","Adulto"
463,"0","1","male",47,0,0,38.5,"S","Adulto"
464,"0","2","male",48,0,0,13,"S","Adulto"
465,"0","3","male",25,0,0,8.05,"S","Adulto"
466,"0","3","male",38,0,0,7.05,"S","Adulto"
467,"0","2","male",30,0,0,0,"S","Adulto"
468,"0","1","male",56,0,0,26.55,"S","Adulto"
469,"0","3","male",25,0,0,7.725,"Q","Adulto"
470,"1","3","female",0.75,2,1,19.2583,"C","Niño"
471,"0","3","male",25,0,0,7.25,"S","Adulto"
472,"0","3","male",38,0,0,8.6625,"S","Adulto"
473,"1","2","female",33,1,2,27.75,"S","Adulto"
474,"1","2","female",23,0,0,13.7917,"C","Adulto"
475,"0","3","female",22,0,0,9.8375,"S","Adulto"
476,"0","1","male",40,0,0,52,"S","Adulto"
477,"0","2","male",34,1,0,21,"S","Adulto"
478,"0","3","male",29,1,0,7.0458,"S","Adulto"
479,"0","3","male",22,0,0,7.5208,"S","Adulto"
480,"1","3","female",2,0,1,12.2875,"S","Niño"
481,"0","3","male",9,5,2,46.9,"S","Niño"
482,"0","2","male",30,0,0,0,"S","Adulto"
483,"0","3","male",50,0,0,8.05,"S","Adulto"
484,"1","3","female",63,0,0,9.5875,"S","Anciano"
485,"1","1","male",25,1,0,91.0792,"C","Adulto"
486,"0","3","female",21.5,3,1,25.4667,"S","Adulto"
487,"1","1","female",35,1,0,90,"S","Adulto"
488,"0","1","male",58,0,0,29.7,"C","Adulto"
489,"0","3","male",30,0,0,8.05,"S","Adulto"
490,"1","3","male",9,1,1,15.9,"S","Niño"
491,"0","3","male",25,1,0,19.9667,"S","Adulto"
492,"0","3","male",21,0,0,7.25,"S","Adulto"
493,"0","1","male",55,0,0,30.5,"S","Adulto"
494,"0","1","male",71,0,0,49.5042,"C","Anciano"
495,"0","3","male",21,0,0,8.05,"S","Adulto"
496,"0","3","male",25,0,0,14.4583,"C","Adulto"
497,"1","1","female",54,1,0,78.2667,"C","Adulto"
498,"0","3","male",25,0,0,15.1,"S","Adulto"
499,"0","1","female",25,1,2,151.55,"S","Adulto"
500,"0","3","male",24,0,0,7.7958,"S","Adulto"
501,"0","3","male",17,0,0,8.6625,"S","Niño"
502,"0","3","female",21,0,0,7.75,"Q","Adulto"
503,"0","3","female",21.5,0,0,7.6292,"Q","Adulto"
504,"0","3","female",37,0,0,9.5875,"S","Adulto"
505,"1","1","female",16,0,0,86.5,"S","Niño"
506,"0","1","male",18,1,0,108.9,"C","Adulto"
507,"1","2","female",33,0,2,26,"S","Adulto"
508,"1","1","male",40,0,0,26.55,"S","Adulto"
509,"0","3","male",28,0,0,22.525,"S","Adulto"
510,"1","3","male",26,0,0,56.4958,"S","Adulto"
511,"1","3","male",29,0,0,7.75,"Q","Adulto"
512,"0","3","male",25,0,0,8.05,"S","Adulto"
513,"1","1","male",36,0,0,26.2875,"S","Adulto"
514,"1","1","female",54,1,0,59.4,"C","Adulto"
515,"0","3","male",24,0,0,7.4958,"S","Adulto"
516,"0","1","male",47,0,0,34.0208,"S","Adulto"
517,"1","2","female",34,0,0,10.5,"S","Adulto"
518,"0","3","male",25,0,0,24.15,"Q","Adulto"
519,"1","2","female",36,1,0,26,"S","Adulto"
520,"0","3","male",32,0,0,7.8958,"S","Adulto"
521,"1","1","female",30,0,0,93.5,"S","Adulto"
522,"0","3","male",22,0,0,7.8958,"S","Adulto"
523,"0","3","male",25,0,0,7.225,"C","Adulto"
524,"1","1","female",44,0,1,57.9792,"C","Adulto"
525,"0","3","male",25,0,0,7.2292,"C","Adulto"
526,"0","3","male",40.5,0,0,7.75,"Q","Adulto"
527,"1","2","female",50,0,0,10.5,"S","Adulto"
528,"0","1","male",40,0,0,221.7792,"S","Adulto"
529,"0","3","male",39,0,0,7.925,"S","Adulto"
530,"0","2","male",23,2,1,11.5,"S","Adulto"
531,"1","2","female",2,1,1,26,"S","Niño"
532,"0","3","male",25,0,0,7.2292,"C","Adulto"
533,"0","3","male",17,1,1,7.2292,"C","Niño"
534,"1","3","female",21.5,0,2,22.3583,"C","Adulto"
535,"0","3","female",30,0,0,8.6625,"S","Adulto"
536,"1","2","female",7,0,2,26.25,"S","Niño"
537,"0","1","male",45,0,0,26.55,"S","Adulto"
538,"1","1","female",30,0,0,106.425,"C","Adulto"
539,"0","3","male",25,0,0,14.5,"S","Adulto"
540,"1","1","female",22,0,2,49.5,"C","Adulto"
541,"1","1","female",36,0,2,71,"S","Adulto"
542,"0","3","female",9,4,2,31.275,"S","Niño"
543,"0","3","female",11,4,2,31.275,"S","Niño"
544,"1","2","male",32,1,0,26,"S","Adulto"
545,"0","1","male",50,1,0,106.425,"C","Adulto"
546,"0","1","male",64,0,0,26,"S","Anciano"
547,"1","2","female",19,1,0,26,"S","Adulto"
548,"1","2","male",30,0,0,13.8625,"C","Adulto"
549,"0","3","male",33,1,1,20.525,"S","Adulto"
550,"1","2","male",8,1,1,36.75,"S","Niño"
551,"1","1","male",17,0,2,110.8833,"C","Niño"
552,"0","2","male",27,0,0,26,"S","Adulto"
553,"0","3","male",25,0,0,7.8292,"Q","Adulto"
554,"1","3","male",22,0,0,7.225,"C","Adulto"
555,"1","3","female",22,0,0,7.775,"S","Adulto"
556,"0","1","male",62,0,0,26.55,"S","Anciano"
557,"1","1","female",48,1,0,39.6,"C","Adulto"
558,"0","1","male",40,0,0,227.525,"C","Adulto"
559,"1","1","female",39,1,1,79.65,"S","Adulto"
560,"1","3","female",36,1,0,17.4,"S","Adulto"
561,"0","3","male",25,0,0,7.75,"Q","Adulto"
562,"0","3","male",40,0,0,7.8958,"S","Adulto"
563,"0","2","male",28,0,0,13.5,"S","Adulto"
564,"0","3","male",25,0,0,8.05,"S","Adulto"
565,"0","3","female",21.5,0,0,8.05,"S","Adulto"
566,"0","3","male",24,2,0,24.15,"S","Adulto"
567,"0","3","male",19,0,0,7.8958,"S","Adulto"
568,"0","3","female",29,0,4,21.075,"S","Adulto"
569,"0","3","male",25,0,0,7.2292,"C","Adulto"
570,"1","3","male",32,0,0,7.8542,"S","Adulto"
571,"1","2","male",62,0,0,10.5,"S","Anciano"
572,"1","1","female",53,2,0,51.4792,"S","Adulto"
573,"1","1","male",36,0,0,26.3875,"S","Adulto"
574,"1","3","female",21.5,0,0,7.75,"Q","Adulto"
575,"0","3","male",16,0,0,8.05,"S","Niño"
576,"0","3","male",19,0,0,14.5,"S","Adulto"
577,"1","2","female",34,0,0,13,"S","Adulto"
578,"1","1","female",39,1,0,55.9,"S","Adulto"
579,"0","3","female",21.5,1,0,14.4583,"C","Adulto"
580,"1","3","male",32,0,0,7.925,"S","Adulto"
581,"1","2","female",25,1,1,30,"S","Adulto"
582,"1","1","female",39,1,1,110.8833,"C","Adulto"
583,"0","2","male",54,0,0,26,"S","Adulto"
584,"0","1","male",36,0,0,40.125,"C","Adulto"
585,"0","3","male",25,0,0,8.7125,"C","Adulto"
586,"1","1","female",18,0,2,79.65,"S","Adulto"
587,"0","2","male",47,0,0,15,"S","Adulto"
588,"1","1","male",60,1,1,79.2,"C","Adulto"
589,"0","3","male",22,0,0,8.05,"S","Adulto"
590,"0","3","male",25,0,0,8.05,"S","Adulto"
591,"0","3","male",35,0,0,7.125,"S","Adulto"
592,"1","1","female",52,1,0,78.2667,"C","Adulto"
593,"0","3","male",47,0,0,7.25,"S","Adulto"
594,"0","3","female",21.5,0,2,7.75,"Q","Adulto"
595,"0","2","male",37,1,0,26,"S","Adulto"
596,"0","3","male",36,1,1,24.15,"S","Adulto"
597,"1","2","female",28,0,0,33,"S","Adulto"
598,"0","3","male",49,0,0,0,"S","Adulto"
599,"0","3","male",25,0,0,7.225,"C","Adulto"
600,"1","1","male",49,1,0,56.9292,"C","Adulto"
601,"1","2","female",24,2,1,27,"S","Adulto"
602,"0","3","male",25,0,0,7.8958,"S","Adulto"
603,"0","1","male",40,0,0,42.4,"S","Adulto"
604,"0","3","male",44,0,0,8.05,"S","Adulto"
605,"1","1","male",35,0,0,26.55,"C","Adulto"
606,"0","3","male",36,1,0,15.55,"S","Adulto"
607,"0","3","male",30,0,0,7.8958,"S","Adulto"
608,"1","1","male",27,0,0,30.5,"S","Adulto"
609,"1","2","female",22,1,2,41.5792,"C","Adulto"
610,"1","1","female",40,0,0,153.4625,"S","Adulto"
611,"0","3","female",39,1,5,31.275,"S","Adulto"
612,"0","3","male",25,0,0,7.05,"S","Adulto"
613,"1","3","female",21.5,1,0,15.5,"Q","Adulto"
614,"0","3","male",25,0,0,7.75,"Q","Adulto"
615,"0","3","male",35,0,0,8.05,"S","Adulto"
616,"1","2","female",24,1,2,65,"S","Adulto"
617,"0","3","male",34,1,1,14.4,"S","Adulto"
618,"0","3","female",26,1,0,16.1,"S","Adulto"
619,"1","2","female",4,2,1,39,"S","Niño"
620,"0","2","male",26,0,0,10.5,"S","Adulto"
621,"0","3","male",27,1,0,14.4542,"C","Adulto"
622,"1","1","male",42,1,0,52.5542,"S","Adulto"
623,"1","3","male",20,1,1,15.7417,"C","Adulto"
624,"0","3","male",21,0,0,7.8542,"S","Adulto"
625,"0","3","male",21,0,0,16.1,"S","Adulto"
626,"0","1","male",61,0,0,32.3208,"S","Adulto"
627,"0","2","male",57,0,0,12.35,"Q","Adulto"
628,"1","1","female",21,0,0,77.9583,"S","Adulto"
629,"0","3","male",26,0,0,7.8958,"S","Adulto"
630,"0","3","male",25,0,0,7.7333,"Q","Adulto"
631,"1","1","male",80,0,0,30,"S","Anciano"
632,"0","3","male",51,0,0,7.0542,"S","Adulto"
633,"1","1","male",32,0,0,30.5,"C","Adulto"
634,"0","1","male",40,0,0,0,"S","Adulto"
635,"0","3","female",9,3,2,27.9,"S","Niño"
636,"1","2","female",28,0,0,13,"S","Adulto"
637,"0","3","male",32,0,0,7.925,"S","Adulto"
638,"0","2","male",31,1,1,26.25,"S","Adulto"
639,"0","3","female",41,0,5,39.6875,"S","Adulto"
640,"0","3","male",25,1,0,16.1,"S","Adulto"
641,"0","3","male",20,0,0,7.8542,"S","Adulto"
642,"1","1","female",24,0,0,69.3,"C","Adulto"
643,"0","3","female",2,3,2,27.9,"S","Niño"
644,"1","3","male",25,0,0,56.4958,"S","Adulto"
645,"1","3","female",0.75,2,1,19.2583,"C","Niño"
646,"1","1","male",48,1,0,76.7292,"C","Adulto"
647,"0","3","male",19,0,0,7.8958,"S","Adulto"
648,"1","1","male",56,0,0,35.5,"C","Adulto"
649,"0","3","male",25,0,0,7.55,"S","Adulto"
650,"1","3","female",23,0,0,7.55,"S","Adulto"
651,"0","3","male",25,0,0,7.8958,"S","Adulto"
652,"1","2","female",18,0,1,23,"S","Adulto"
653,"0","3","male",21,0,0,8.4333,"S","Adulto"
654,"1","3","female",21.5,0,0,7.8292,"Q","Adulto"
655,"0","3","female",18,0,0,6.75,"Q","Adulto"
656,"0","2","male",24,2,0,73.5,"S","Adulto"
657,"0","3","male",25,0,0,7.8958,"S","Adulto"
658,"0","3","female",32,1,1,15.5,"Q","Adulto"
659,"0","2","male",23,0,0,13,"S","Adulto"
660,"0","1","male",58,0,2,113.275,"C","Adulto"
661,"1","1","male",50,2,0,133.65,"S","Adulto"
662,"0","3","male",40,0,0,7.225,"C","Adulto"
663,"0","1","male",47,0,0,25.5875,"S","Adulto"
664,"0","3","male",36,0,0,7.4958,"S","Adulto"
665,"1","3","male",20,1,0,7.925,"S","Adulto"
666,"0","2","male",32,2,0,73.5,"S","Adulto"
667,"0","2","male",25,0,0,13,"S","Adulto"
668,"0","3","male",25,0,0,7.775,"S","Adulto"
669,"0","3","male",43,0,0,8.05,"S","Adulto"
670,"1","1","female",35,1,0,52,"S","Adulto"
671,"1","2","female",40,1,1,39,"S","Adulto"
672,"0","1","male",31,1,0,52,"S","Adulto"
673,"0","2","male",70,0,0,10.5,"S","Anciano"
674,"1","2","male",31,0,0,13,"S","Adulto"
675,"0","2","male",30,0,0,0,"S","Adulto"
676,"0","3","male",18,0,0,7.775,"S","Adulto"
677,"0","3","male",24.5,0,0,8.05,"S","Adulto"
678,"1","3","female",18,0,0,9.8417,"S","Adulto"
679,"0","3","female",43,1,6,46.9,"S","Adulto"
680,"1","1","male",36,0,1,512.3292,"C","Adulto"
681,"0","3","female",21.5,0,0,8.1375,"Q","Adulto"
682,"1","1","male",27,0,0,76.7292,"C","Adulto"
683,"0","3","male",20,0,0,9.225,"S","Adulto"
684,"0","3","male",14,5,2,46.9,"S","Niño"
685,"0","2","male",60,1,1,39,"S","Adulto"
686,"0","2","male",25,1,2,41.5792,"C","Adulto"
687,"0","3","male",14,4,1,39.6875,"S","Niño"
688,"0","3","male",19,0,0,10.1708,"S","Adulto"
689,"0","3","male",18,0,0,7.7958,"S","Adulto"
690,"1","1","female",15,0,1,211.3375,"S","Niño"
691,"1","1","male",31,1,0,57,"S","Adulto"
692,"1","3","female",4,0,1,13.4167,"C","Niño"
693,"1","3","male",25,0,0,56.4958,"S","Adulto"
694,"0","3","male",25,0,0,7.225,"C","Adulto"
695,"0","1","male",60,0,0,26.55,"S","Adulto"
696,"0","2","male",52,0,0,13.5,"S","Adulto"
697,"0","3","male",44,0,0,8.05,"S","Adulto"
698,"1","3","female",21.5,0,0,7.7333,"Q","Adulto"
699,"0","1","male",49,1,1,110.8833,"C","Adulto"
700,"0","3","male",42,0,0,7.65,"S","Adulto"
701,"1","1","female",18,1,0,227.525,"C","Adulto"
702,"1","1","male",35,0,0,26.2875,"S","Adulto"
703,"0","3","female",18,0,1,14.4542,"C","Adulto"
704,"0","3","male",25,0,0,7.7417,"Q","Adulto"
705,"0","3","male",26,1,0,7.8542,"S","Adulto"
706,"0","2","male",39,0,0,26,"S","Adulto"
707,"1","2","female",45,0,0,13.5,"S","Adulto"
708,"1","1","male",42,0,0,26.2875,"S","Adulto"
709,"1","1","female",22,0,0,151.55,"S","Adulto"
710,"1","3","male",25,1,1,15.2458,"C","Adulto"
711,"1","1","female",24,0,0,49.5042,"C","Adulto"
712,"0","1","male",40,0,0,26.55,"S","Adulto"
713,"1","1","male",48,1,0,52,"S","Adulto"
714,"0","3","male",29,0,0,9.4833,"S","Adulto"
715,"0","2","male",52,0,0,13,"S","Adulto"
716,"0","3","male",19,0,0,7.65,"S","Adulto"
717,"1","1","female",38,0,0,227.525,"C","Adulto"
718,"1","2","female",27,0,0,10.5,"S","Adulto"
719,"0","3","male",25,0,0,15.5,"Q","Adulto"
720,"0","3","male",33,0,0,7.775,"S","Adulto"
721,"1","2","female",6,0,1,33,"S","Niño"
722,"0","3","male",17,1,0,7.0542,"S","Niño"
723,"0","2","male",34,0,0,13,"S","Adulto"
724,"0","2","male",50,0,0,13,"S","Adulto"
725,"1","1","male",27,1,0,53.1,"S","Adulto"
726,"0","3","male",20,0,0,8.6625,"S","Adulto"
727,"1","2","female",30,3,0,21,"S","Adulto"
728,"1","3","female",21.5,0,0,7.7375,"Q","Adulto"
729,"0","2","male",25,1,0,26,"S","Adulto"
730,"0","3","female",25,1,0,7.925,"S","Adulto"
731,"1","1","female",29,0,0,211.3375,"S","Adulto"
732,"0","3","male",11,0,0,18.7875,"C","Niño"
733,"0","2","male",30,0,0,0,"S","Adulto"
734,"0","2","male",23,0,0,13,"S","Adulto"
735,"0","2","male",23,0,0,13,"S","Adulto"
736,"0","3","male",28.5,0,0,16.1,"S","Adulto"
737,"0","3","female",48,1,3,34.375,"S","Adulto"
738,"1","1","male",35,0,0,512.3292,"C","Adulto"
739,"0","3","male",25,0,0,7.8958,"S","Adulto"
740,"0","3","male",25,0,0,7.8958,"S","Adulto"
741,"1","1","male",40,0,0,30,"S","Adulto"
742,"0","1","male",36,1,0,78.85,"S","Adulto"
743,"1","1","female",21,2,2,262.375,"C","Adulto"
744,"0","3","male",24,1,0,16.1,"S","Adulto"
745,"1","3","male",31,0,0,7.925,"S","Adulto"
746,"0","1","male",70,1,1,71,"S","Anciano"
747,"0","3","male",16,1,1,20.25,"S","Niño"
748,"1","2","female",30,0,0,13,"S","Adulto"
749,"0","1","male",19,1,0,53.1,"S","Adulto"
750,"0","3","male",31,0,0,7.75,"Q","Adulto"
751,"1","2","female",4,1,1,23,"S","Niño"
752,"1","3","male",6,0,1,12.475,"S","Niño"
753,"0","3","male",33,0,0,9.5,"S","Adulto"
754,"0","3","male",23,0,0,7.8958,"S","Adulto"
755,"1","2","female",48,1,2,65,"S","Adulto"
756,"1","2","male",0.67,1,1,14.5,"S","Niño"
757,"0","3","male",28,0,0,7.7958,"S","Adulto"
758,"0","2","male",18,0,0,11.5,"S","Adulto"
759,"0","3","male",34,0,0,8.05,"S","Adulto"
760,"1","1","female",33,0,0,86.5,"S","Adulto"
761,"0","3","male",25,0,0,14.5,"S","Adulto"
762,"0","3","male",41,0,0,7.125,"S","Adulto"
763,"1","3","male",20,0,0,7.2292,"C","Adulto"
764,"1","1","female",36,1,2,120,"S","Adulto"
765,"0","3","male",16,0,0,7.775,"S","Niño"
766,"1","1","female",51,1,0,77.9583,"S","Adulto"
767,"0","1","male",40,0,0,39.6,"C","Adulto"
768,"0","3","female",30.5,0,0,7.75,"Q","Adulto"
769,"0","3","male",25,1,0,24.15,"Q","Adulto"
770,"0","3","male",32,0,0,8.3625,"S","Adulto"
771,"0","3","male",24,0,0,9.5,"S","Adulto"
772,"0","3","male",48,0,0,7.8542,"S","Adulto"
773,"0","2","female",57,0,0,10.5,"S","Adulto"
774,"0","3","male",25,0,0,7.225,"C","Adulto"
775,"1","2","female",54,1,3,23,"S","Adulto"
776,"0","3","male",18,0,0,7.75,"S","Adulto"
777,"0","3","male",25,0,0,7.75,"Q","Adulto"
778,"1","3","female",5,0,0,12.475,"S","Niño"
779,"0","3","male",25,0,0,7.7375,"Q","Adulto"
780,"1","1","female",43,0,1,211.3375,"S","Adulto"
781,"1","3","female",13,0,0,7.2292,"C","Niño"
782,"1","1","female",17,1,0,57,"S","Niño"
783,"0","1","male",29,0,0,30,"S","Adulto"
784,"0","3","male",25,1,2,23.45,"S","Adulto"
785,"0","3","male",25,0,0,7.05,"S","Adulto"
786,"0","3","male",25,0,0,7.25,"S","Adulto"
787,"1","3","female",18,0,0,7.4958,"S","Adulto"
788,"0","3","male",8,4,1,29.125,"Q","Niño"
789,"1","3","male",1,1,2,20.575,"S","Niño"
790,"0","1","male",46,0,0,79.2,"C","Adulto"
791,"0","3","male",25,0,0,7.75,"Q","Adulto"
792,"0","2","male",16,0,0,26,"S","Niño"
793,"0","3","female",21.5,8,2,69.55,"S","Adulto"
794,"0","1","male",40,0,0,30.6958,"C","Adulto"
795,"0","3","male",25,0,0,7.8958,"S","Adulto"
796,"0","2","male",39,0,0,13,"S","Adulto"
797,"1","1","female",49,0,0,25.9292,"S","Adulto"
798,"1","3","female",31,0,0,8.6833,"S","Adulto"
799,"0","3","male",30,0,0,7.2292,"C","Adulto"
800,"0","3","female",30,1,1,24.15,"S","Adulto"
801,"0","2","male",34,0,0,13,"S","Adulto"
802,"1","2","female",31,1,1,26.25,"S","Adulto"
803,"1","1","male",11,1,2,120,"S","Niño"
804,"1","3","male",0.42,0,1,8.5167,"C","Niño"
805,"1","3","male",27,0,0,6.975,"S","Adulto"
806,"0","3","male",31,0,0,7.775,"S","Adulto"
807,"0","1","male",39,0,0,0,"S","Adulto"
808,"0","3","female",18,0,0,7.775,"S","Adulto"
809,"0","2","male",39,0,0,13,"S","Adulto"
810,"1","1","female",33,1,0,53.1,"S","Adulto"
811,"0","3","male",26,0,0,7.8875,"S","Adulto"
812,"0","3","male",39,0,0,24.15,"S","Adulto"
813,"0","2","male",35,0,0,10.5,"S","Adulto"
814,"0","3","female",6,4,2,31.275,"S","Niño"
815,"0","3","male",30.5,0,0,8.05,"S","Adulto"
816,"0","1","male",40,0,0,0,"S","Adulto"
817,"0","3","female",23,0,0,7.925,"S","Adulto"
818,"0","2","male",31,1,1,37.0042,"C","Adulto"
819,"0","3","male",43,0,0,6.45,"S","Adulto"
820,"0","3","male",10,3,2,27.9,"S","Niño"
821,"1","1","female",52,1,1,93.5,"S","Adulto"
822,"1","3","male",27,0,0,8.6625,"S","Adulto"
823,"0","1","male",38,0,0,0,"S","Adulto"
824,"1","3","female",27,0,1,12.475,"S","Adulto"
825,"0","3","male",2,4,1,39.6875,"S","Niño"
826,"0","3","male",25,0,0,6.95,"Q","Adulto"
827,"0","3","male",25,0,0,56.4958,"S","Adulto"
828,"1","2","male",1,0,2,37.0042,"C","Niño"
829,"1","3","male",25,0,0,7.75,"Q","Adulto"
830,"1","1","female",62,0,0,80,"S","Anciano"
831,"1","3","female",15,1,0,14.4542,"C","Niño"
832,"1","2","male",0.83,1,1,18.75,"S","Niño"
833,"0","3","male",25,0,0,7.2292,"C","Adulto"
834,"0","3","male",23,0,0,7.8542,"S","Adulto"
835,"0","3","male",18,0,0,8.3,"S","Adulto"
836,"1","1","female",39,1,1,83.1583,"C","Adulto"
837,"0","3","male",21,0,0,8.6625,"S","Adulto"
838,"0","3","male",25,0,0,8.05,"S","Adulto"
839,"1","3","male",32,0,0,56.4958,"S","Adulto"
840,"1","1","male",40,0,0,29.7,"C","Adulto"
841,"0","3","male",20,0,0,7.925,"S","Adulto"
842,"0","2","male",16,0,0,10.5,"S","Niño"
843,"1","1","female",30,0,0,31,"C","Adulto"
844,"0","3","male",34.5,0,0,6.4375,"C","Adulto"
845,"0","3","male",17,0,0,8.6625,"S","Niño"
846,"0","3","male",42,0,0,7.55,"S","Adulto"
847,"0","3","male",25,8,2,69.55,"S","Adulto"
848,"0","3","male",35,0,0,7.8958,"C","Adulto"
849,"0","2","male",28,0,1,33,"S","Adulto"
850,"1","1","female",35,1,0,89.1042,"C","Adulto"
851,"0","3","male",4,4,2,31.275,"S","Niño"
852,"0","3","male",74,0,0,7.775,"S","Anciano"
853,"0","3","female",9,1,1,15.2458,"C","Niño"
854,"1","1","female",16,0,1,39.4,"S","Niño"
855,"0","2","female",44,1,0,26,"S","Adulto"
856,"1","3","female",18,0,1,9.35,"S","Adulto"
857,"1","1","female",45,1,1,164.8667,"S","Adulto"
858,"1","1","male",51,0,0,26.55,"S","Adulto"
859,"1","3","female",24,0,3,19.2583,"C","Adulto"
860,"0","3","male",25,0,0,7.2292,"C","Adulto"
861,"0","3","male",41,2,0,14.1083,"S","Adulto"
862,"0","2","male",21,1,0,11.5,"S","Adulto"
863,"1","1","female",48,0,0,25.9292,"S","Adulto"
864,"0","3","female",21.5,8,2,69.55,"S","Adulto"
865,"0","2","male",24,0,0,13,"S","Adulto"
866,"1","2","female",42,0,0,13,"S","Adulto"
867,"1","2","female",27,1,0,13.8583,"C","Adulto"
868,"0","1","male",31,0,0,50.4958,"S","Adulto"
869,"0","3","male",25,0,0,9.5,"S","Adulto"
870,"1","3","male",4,1,1,11.1333,"S","Niño"
871,"0","3","male",26,0,0,7.8958,"S","Adulto"
872,"1","1","female",47,1,1,52.5542,"S","Adulto"
873,"0","1","male",33,0,0,5,"S","Adulto"
874,"0","3","male",47,0,0,9,"S","Adulto"
875,"1","2","female",28,1,0,24,"C","Adulto"
876,"1","3","female",15,0,0,7.225,"C","Niño"
877,"0","3","male",20,0,0,9.8458,"S","Adulto"
878,"0","3","male",19,0,0,7.8958,"S","Adulto"
879,"0","3","male",25,0,0,7.8958,"S","Adulto"
880,"1","1","female",56,0,1,83.1583,"C","Adulto"
881,"1","2","female",25,0,1,26,"S","Adulto"
882,"0","3","male",33,0,0,7.8958,"S","Adulto"
883,"0","3","female",22,0,0,10.5167,"S","Adulto"
884,"0","2","male",28,0,0,10.5,"S","Adulto"
885,"0","3","male",25,0,0,7.05,"S","Adulto"
886,"0","3","female",39,0,5,29.125,"Q","Adulto"
887,"0","2","male",27,0,0,13,"S","Adulto"
888,"1","1","female",19,0,0,30,"S","Adulto"
889,"0","3","female",21.5,1,2,23.45,"S","Adulto"
890,"1","1","male",26,0,0,30,"C","Adulto"
891,"0","3","male",32,0,0,7.75,"Q","Adulto"
